CHS140X8,26.00,0.1397,0.008,0.00331,0.0000072,0.00010300,0.00013900,0.04660000,0.00001440,0.00000000
CHS140X10,32.00,0.1397,0.01,0.00407,0.00000862,0.00012300,0.00016900,0.04600000,0.00001720,0.00000000
CHS140X12.5,39.20,0.1397,0.0125,0.005,0.0000102,0.00014600,0.00020300,0.04520000,0.00002040,0.00000000
CHS168X5,20.10,0.1683,0.005,0.00257,0.00000856,0.00010200,0.00013300,0.05780000,0.00001710,0.00000000
CHS168X5.6,22.50,0.1683,0.0056,0.00286,0.00000948,0.00011300,0.00014800,0.05760000,0.00001900,0.00000000
CHS168X6.3,25.20,0.1683,0.0063,0.00321,0.0000105,0.00012500,0.00016500,0.05730000,0.00002110,0.00000000
CHS168X8,31.60,0.1683,0.008,0.00403,0.000013,0.00015400,0.00020600,0.05670000,0.00002600,0.00000000
CHS168X10,39.00,0.1683,0.01,0.00497,0.0000156,0.00018600,0.00025100,0.05610000,0.00003130,0.00000000
CHS168X12.5,48.00,0.1683,0.0125,0.00612,0.0000187,0.00022200,0.00030400,0.05530000,0.00003740,0.00000000
CHS194X5,23.30,0.1937,0.005,0.00296,0.0000132,0.00013600,0.00017800,0.06670000,0.00002640,0.00000000
CHS194X5.6,26.00,0.1937,0.0056,0.00331,0.0000147,0.00015100,0.00019800,0.06650000,0.00002930,0.00000000
CHS194X6.3,29.10,0.1937,0.0063,0.00371,0.0000163,0.00016800,0.00022100,0.06630000,0.00003260,0.00000000
CHS194X8,36.60,0.1937,0.008,0.00467,0.0000202,0.00020800,0.00027600,0.06570000,0.00004030,0.00000000
CHS194X10,45.30,0.1937,0.01,0.00577,0.0000244,0.00025200,0.00033800,0.06500000,0.00004880,0.00000000
CHS194X12.5,55.90,0.1937,0.0125,0.00712,0.0000293,0.00030300,0.00041100,0.06420000,0.00005870,0.00000000
CHS194X16,70.10,0.1937,0.016,0.00893,0.0000355,0.00036700,0.00050700,0.06310000,0.00007110,0.00000000
CHS219X4.5,23.80,0.2191,0.0045,0.00303,0.0000175,0.00015900,0.00020700,0.07590000,0.00003490,0.00000000
CHS219X5,26.40,0.2191,0.005,0.00336,0.0000193,0.00017600,0.00022900,0.07570000,0.00003860,0.00000000
CHS219X5.6,29.50,0.2191,0.0056,0.00376,0.0000214,0.00019500,0.00025500,0.07550000,0.00004280,0.00000000
CHS219X6.3,33.10,0.2191,0.0063,0.00421,0.0000239,0.00021800,0.00028500,0.07530000,0.00004770,0.00000000
CHS219X8,41.60,0.2191,0.008,0.00531,0.0000296,0.00027000,0.00035700,0.07470000,0.00005920,0.00000000
CHS219X10,51.60,0.2191,0.01,0.00657,0.000036,0.00032800,0.00043800,0.07400000,0.00007200,0.00000000
CHS219X12.5,63.70,0.2191,0.0125,0.00811,0.0000435,0.00039700,0.00053400,0.07320000,0.00008690,0.00000000
CHS219X14.2,71.80,0.2191,0.0142,0.00914,0.0000482,0.00044000,0.00059700,0.07260000,0.00009640,0.00000000
CHS219X16,80.10,0.2191,0.016,0.0102,0.000053,0.00048300,0.00066100,0.07200000,0.00010600,0.00000000
CHS245X5,29.50,0.2445,0.005,0.00376,0.000027,0.00022100,0.00028700,0.08470000,0.00005400,0.00000000
CHS245X5.6,33.00,0.2445,0.0056,0.0042,0.00003,0.00024500,0.00032000,0.08450000,0.00006000,0.00000000
CHS245X6.3,37.00,0.2445,0.0063,0.00471,0.0000335,0.00027400,0.00035800,0.08420000,0.00006690,0.00000000
CHS245X8,46.70,0.2445,0.008,0.00594,0.0000416,0.00034000,0.00044800,0.08370000,0.00008320,0.00000000
CHS245X10,57.80,0.2445,0.01,0.00737,0.0000507,0.00041500,0.00055000,0.08300000,0.00010100,0.00000000
CHS245X12.5,71.50,0.2445,0.0125,0.00911,0.0000615,0.00050300,0.00067300,0.08210000,0.00012300,0.00000000
CHS245X14.2,80.60,0.2445,0.0142,0.0103,0.0000684,0.00055900,0.00075400,0.08160000,0.00013700,0.00000000
CHS245X16,90.20,0.2445,0.016,0.0115,0.0000753,0.00061600,0.00083700,0.08100000,0.00015100,0.00000000
CHS273X5,33.00,0.273,0.005,0.00421,0.0000378,0.00027700,0.00035900,0.09480000,0.00007560,0.00000000
CHS273X5.6,36.90,0.273,0.0056,0.0047,0.0000421,0.00030800,0.00040000,0.09460000,0.00008410,0.00000000
CHS273X6.3,41.40,0.273,0.0063,0.00528,0.000047,0.00034400,0.00044800,0.09430000,0.00009390,0.00000000
CHS273X8,52.30,0.273,0.008,0.00666,0.0000585,0.00042900,0.00056200,0.09370000,0.00011700,0.00000000
CHS273X10,64.90,0.273,0.01,0.00826,0.0000715,0.00052400,0.00069200,0.09310000,0.00014300,0.00000000
CHS273X12.5,80.30,0.273,0.0125,0.0102,0.000087,0.00063700,0.00084900,0.09220000,0.00017400,0.00000000
CHS273X14.2,90.60,0.273,0.0142,0.0115,0.000097,0.00071000,0.00095200,0.09160000,0.00019400,0.00000000
CHS273X16,101.00,0.273,0.016,0.0129,0.000107,0.00078400,0.00106000,0.09100000,0.00021400,0.00000000
CHS324X5,39.30,0.3239,0.005,0.00501,0.0000637,0.00039300,0.00050900,0.11300000,0.00012700,0.00000000
CHS324X5.6,44.00,0.3239,0.0056,0.0056,0.0000709,0.00043800,0.00056700,0.11300000,0.00014200,0.00000000
CHS324X6.3,49.30,0.3239,0.0063,0.00629,0.0000793,0.00049000,0.00063600,0.11200000,0.00015900,0.00000000
CHS324X8,62.30,0.3239,0.008,0.00794,0.0000991,0.00061200,0.00079900,0.11200000,0.00019800,0.00000000
CHS324X10,77.40,0.3239,0.01,0.00986,0.000122,0.00075100,0.00098600,0.11100000,0.00024300,0.00000000
CHS324X12.5,96.00,0.3239,0.0125,0.0122,0.000148,0.00091700,0.00121000,0.11000000,0.00029700,0.00000000
CHS324X14.2,108.00,0.3239,0.0142,0.0138,0.000166,0.00103000,0.00136000,0.11000000,0.00033200,0.00000000
CHS324X16,121.00,0.3239,0.016,0.0155,0.000184,0.00114000,0.00152000,0.10900000,0.00036800,0.00000000
CHS356X6.3,54.30,0.3556,0.0063,0.00691,0.000105,0.00059300,0.00076900,0.12400000,0.00021100,0.00000000
CHS356X8,68.60,0.3556,0.008,0.00874,0.000132,0.00074200,0.00096700,0.12300000,0.00026400,0.00000000
CHS356X10,85.20,0.3556,0.01,0.0109,0.000162,0.00091200,0.00120000,0.12200000,0.00032400,0.00000000
CHS356X12.5,106.00,0.3556,0.0125,0.0135,0.000199,0.00112000,0.00147000,0.12100000,0.00039700,0.00000000
CHS356X14.2,120.00,0.3556,0.0142,0.0152,0.000222,0.00125000,0.00166000,0.12100000,0.00044500,0.00000000
CHS356X16,134.00,0.3556,0.016,0.0171,0.000247,0.00139000,0.00185000,0.12000000,0.00049300,0.00000000
CHS406X6.3,62.20,0.4064,0.0063,0.00792,0.000158,0.00078000,0.00101000,0.14100000,0.00031700,0.00000000
